"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","78-Pyelo","APECO1","BEN2908","CFT073","IHE3034","IMT5155","LF82","NRG857c","RS218","UIT89","chi7122"
"group_223","","hypothetical protein","2","2","1","1","8061","1","136","","425","425","425","","CPCHNOAG_02047","","BLOBBDCK_01280","","","","","","",""
"group_2233","","hypothetical protein","2","2","1","1","4048","1","426","","224","224","224","","CPCHNOAG_00856","MMFKLIDH_04222","","","","","","","",""
"group_224","","hypothetical protein","2","2","1","1","8067","1","134","","425","425","425","","","","","HONHGEAM_02103","JFLNLICH_00034","","","","",""
"group_2248","","IS21 family transposase ISEc12","2","2","1","1","1264","1","351","","746","746","746","","CPCHNOAG_00886","","","","","","","","","NOKOPPJF_04460"
"group_226","","hypothetical protein","2","2","1","1","5712","1","1921","","464","548","506","","CPCHNOAG_01473","","","HONHGEAM_02068","","","","","",""
"group_2262","","hypothetical protein","2","2","1","1","6463","1","1854","","329","329","329","","","MMFKLIDH_01161","","HONHGEAM_00553","","","","","",""
"group_2266","","hypothetical protein","2","2","1","1","8039","1","1757","","278","278","278","","CPCHNOAG_02005","","","","JFLNLICH_03996","","","","",""
"group_2274","","hypothetical protein","2","2","1","1","5881","1","1866","","281","281","281","","CPCHNOAG_01477","","BLOBBDCK_02877","","","","","","",""
"cdtB","","Cytolethal distending toxin subunit B","2","2","1","1","5722","1","1870","","821","821","821","","CPCHNOAG_01481","","","HONHGEAM_02061","","","","","",""
"group_2282","","hypothetical protein","2","2","1","1","5733","1","1886","","3227","3239","3233","","CPCHNOAG_02012","","","HONHGEAM_02072","","","","","",""
"group_2283","","hypothetical protein","2","2","1","1","5736","1","1883","","704","755","729","","CPCHNOAG_02015","","","HONHGEAM_02075","","","","","",""
"group_2284","","hypothetical protein","2","2","1","1","7319","1","2201","","482","482","482","","CPCHNOAG_02024","","","HONHGEAM_02085","","","","","",""
"group_2285","","hypothetical protein","2","2","1","1","7337","1","77","","1055","1127","1091","","CPCHNOAG_02038","","","","JFLNLICH_00029","","","","",""
"group_229","","Ulvan-active sulfatase","2","2","1","1","2219","93","3","","509","1493","1001","","","","","","JFLNLICH_01921","","","","","NOKOPPJF_03794"
"neuO","","Polysialic acid O-acetyltransferase","2","2","1","1","6516","1","2541","","776","923","849","","CPCHNOAG_02487","","","","JFLNLICH_00454","","","","",""
"group_2292","","hypothetical protein","2","2","1","1","6498","1","2540","","902","902","902","","CPCHNOAG_02489","","","","JFLNLICH_00460","","","","",""
"group_2293","","hypothetical protein","2","2","1","1","6491","1","2536","","248","248","248","","CPCHNOAG_02492","","","","JFLNLICH_00463","","","","",""
"group_2300","","hypothetical protein","2","2","1","1","7123","1","2242","","323","323","323","","","MMFKLIDH_02102","","","","","","","","NOKOPPJF_02429"
"group_2304","","hypothetical protein","2","2","1","1","7139","1","2334","","293","293","293","","","MMFKLIDH_02128","","","","","","","","NOKOPPJF_02453"
"group_2307","","hypothetical protein","2","2","1","1","1392","1","2471","","674","692","683","","CPCHNOAG_02697","","","HONHGEAM_02813","","","","","",""
"group_2308","","hypothetical protein","2","2","1","1","1401","1","2464","","344","347","345","","CPCHNOAG_02706","","","HONHGEAM_02820","","","","","",""
"group_231","","hypothetical protein","2","2","1","1","1232","1","1537","","1607","2516","2061","MLKLJMNP_00054","","MMFKLIDH_03942","","","","","","","",""
"group_2318","","hypothetical protein","2","2","1","1","5628","1","2013","","200","221","210","","","MMFKLIDH_04843","","","","","","","","NOKOPPJF_04184"
"group_232","","hypothetical protein","2","2","1","1","1253","1","392","","395","2516","1455","","","MMFKLIDH_02051","","","JFLNLICH_00097","","","","",""
"group_2323","","hypothetical protein","2","2","1","1","194","1","1134","","191","275","233","","CPCHNOAG_03253","","BLOBBDCK_04732","","","","","","",""
"group_2327","","hypothetical protein","2","2","1","1","4826","1","1277","","680","680","680","","CPCHNOAG_04554","","BLOBBDCK_04152","","","","","","",""
"group_2337","","hypothetical protein","2","2","1","1","276","1","1267","","209","209","209","","CPCHNOAG_04566","","BLOBBDCK_04139","","","","","","",""
"group_2344","","hypothetical protein","2","2","1","1","8230","1","159","","2471","2471","2471","","","MMFKLIDH_01280","","","","","","","","NOKOPPJF_01622"
"group_2346","","hypothetical protein","2","2","1","1","7446","1","826","","239","557","398","","","MMFKLIDH_01973","","","JFLNLICH_04017","","","","",""
"group_2347","","hypothetical protein","2","2","1","1","7393","1","762","","548","560","554","","","MMFKLIDH_01984","","","JFLNLICH_04006","","","","",""
"group_235","","hypothetical protein","2","2","1","1","2552","1","1363","","308","308","308","MLKLJMNP_00858","","","BLOBBDCK_03331","","","","","","",""
"group_2350","","hypothetical protein","2","2","1","1","7100","1","2243","","488","488","488","","","MMFKLIDH_02103","","","","","","","","NOKOPPJF_02430"
"group_2351","","hypothetical protein","2","2","1","1","7172","1","2342","","449","449","449","","","MMFKLIDH_02120","","","","NFALKJBE_00919","","","",""
"group_2352","","hypothetical protein","2","2","1","1","7143","1","2337","","707","707","707","","","MMFKLIDH_02125","","","","","","","","NOKOPPJF_02450"
"ssb_1","","Single-stranded DNA-binding protein","2","2","1","1","7142","1","2336","","473","515","494","","","MMFKLIDH_02126","","","","","","","","NOKOPPJF_02451"
"group_2354","","hypothetical protein","2","2","1","1","7075","1","2520","","1838","1838","1838","","","MMFKLIDH_02480","","","","","","","","NOKOPPJF_02408"
"group_2355","","hypothetical protein","2","2","1","1","7083","1","2516","","953","953","953","","","MMFKLIDH_02484","","","","NFALKJBE_00954","","","",""
"group_2359","tuf1","Elongation factor Tu 1","2","2","1","1","6597","688","2","","404","599","501","","","MMFKLIDH_03566","","","","","","","","NOKOPPJF_03452"
"group_2362","","hypothetical protein","2","2","1","1","3093","1","1701","","488","569","528","","","MMFKLIDH_04512","","","JFLNLICH_02424","","","","",""
"group_2363","","IS3 family transposase ISEc31","2","2","1","1","3012","1","1298","","440","677","558","","","MMFKLIDH_04539","","","JFLNLICH_02502","","","","",""
"group_2365","","hypothetical protein","2","2","1","1","4833","1","1280","","1130","1130","1130","","","MMFKLIDH_04739","BLOBBDCK_04149","","","","","","",""
"group_2367","","hypothetical protein","2","2","1","1","5674","1","2016","","236","236","236","","","MMFKLIDH_04846","","HONHGEAM_04839","","","","","",""
"group_2394","","hypothetical protein","2","2","1","1","3392","1","165","","188","188","188","","","","BLOBBDCK_01273","","","NFALKJBE_01550","","","",""
"group_2395","","hypothetical protein","2","2","1","1","3565","1","1772","","278","278","278","","","","BLOBBDCK_01327","HONHGEAM_00560","","","","","",""
"group_2397","","hypothetical protein","2","2","1","1","3562","1","1773","","293","293","293","","","","BLOBBDCK_01328","HONHGEAM_00561","","","","","",""
"group_2399","","hypothetical protein","2","2","1","1","6412","573","27","","203","1286","744","","","","BLOBBDCK_01336","HONHGEAM_00870","","","","","",""
"group_240","","IS66 family transposase ISEc23","2","2","1","1","366","1","1095","","185","185","185","","CPCHNOAG_04600","","BLOBBDCK_04105","","","","","","",""
"algC_1","","Phosphomannomutase/phosphoglucomutase","2","2","1","1","4236","574","12","","1370","1388","1379","","","","BLOBBDCK_02320","","","","","","","NOKOPPJF_02069"
"group_2407","","hypothetical protein","2","2","1","1","4188","1","458","","530","530","530","","","","","HONHGEAM_00942","","","","","","NOKOPPJF_00969"
"group_2408","","hypothetical protein","2","2","1","1","4527","701","24","","287","287","287","","","","","HONHGEAM_02531","","","","","ALJJNEKE_00883",""
"group_2409","","hypothetical protein","2","2","1","1","4524","701","28","","266","266","266","","","","","HONHGEAM_02534","","","","","ALJJNEKE_00878",""
"group_241","","IS66 family transposase IS682","2","2","1","1","3574","1","298","","185","1568","876","","","","BLOBBDCK_00237","","","","","KJPMMKDD_04796","",""
"group_2410","","hypothetical protein","2","2","1","1","4519","701","31","","365","365","365","","","","","HONHGEAM_02537","","","","","ALJJNEKE_00873",""
"group_2411","","hypothetical protein","2","2","1","1","4518","701","32","","2807","2822","2814","","","","","HONHGEAM_02538","","","","","ALJJNEKE_00872",""
"group_2412","","hypothetical protein","2","2","1","1","4506","701","42","","800","800","800","","","","","HONHGEAM_02546","","","","","ALJJNEKE_00860",""
"group_2413","","hypothetical protein","2","2","1","1","4501","701","48","","407","407","407","","","","","HONHGEAM_02551","","","","","ALJJNEKE_00855",""
"group_2414","","hypothetical protein","2","2","1","1","4498","701","72","","581","581","581","","","","","HONHGEAM_02554","","","","","ALJJNEKE_00852",""
"group_2415","","hypothetical protein","2","2","1","1","4565","701","67","","527","527","527","","","","","HONHGEAM_02559","","","","","ALJJNEKE_00846",""
"group_2416","","hypothetical protein","2","2","1","1","4577","701","56","","260","260","260","","","","","HONHGEAM_02570","","","","","ALJJNEKE_00837",""
"group_2419","","hypothetical protein","2","2","1","1","1774","1","879","","206","224","215","","","","","HONHGEAM_04729","JFLNLICH_02666","","","","",""
"group_2420","","hypothetical protein","2","2","1","1","5033","1","706","","1298","1370","1334","","","","","HONHGEAM_04881","","","","","","NOKOPPJF_04188"
"group_2421","","hypothetical protein","2","2","1","1","5032","1","705","","551","551","551","","","","","HONHGEAM_04882","","","","","","NOKOPPJF_04189"
"ymiC","","Protein YmiC","2","2","1","1","7217","638","1","","95","95","95","","","","","","JFLNLICH_04627","","","","","NOKOPPJF_01334"
"group_2429","","hypothetical protein","2","2","1","1","7177","1","2299","","251","251","251","","","","","","","NFALKJBE_00920","","","","NOKOPPJF_02445"
"group_2438","","hypothetical protein","2","2","1","1","5662","1","2157","","1049","1049","1049","","","","","","","","OKCJCEOA_01558","","","NOKOPPJF_01607"
"group_244","","hypothetical protein","2","2","1","1","619","1","293","","350","350","350","","","","BLOBBDCK_00233","","","","","KJPMMKDD_04797","",""
"group_2440","","hypothetical protein","2","2","1","1","5038","1","2009","","269","281","275","","","","","","","","","KJPMMKDD_04441","","NOKOPPJF_04180"
"group_245","","hypothetical protein","2","2","1","1","2719","1","1376","","350","350","350","MLKLJMNP_00885","","","BLOBBDCK_03308","","","","","","",""
"group_2451","","hypothetical protein","2","2","1","1","2550","1","1361","","569","569","569","MLKLJMNP_00856","","","BLOBBDCK_03333","","","","","","",""
"group_2455","","IS21 family transposase ISEc10","2","2","1","1","3581","1","658","","755","755","755","MLKLJMNP_00067","","","BLOBBDCK_00244","","","","","","",""
"group_2497","","IS3 family transposase IS103","2","2","1","1","2919","1","625","","521","521","521","MLKLJMNP_00201","CPCHNOAG_02103","","","","","","","","",""
"group_2498","","IS3 family transposase IS150","2","2","1","1","1230","1","624","","851","851","851","MLKLJMNP_00202","CPCHNOAG_02102","","","","","","","","",""
"group_251","","IS1 family transposase IS1A","2","2","1","1","4033","1","413","","275","275","275","","","","","HONHGEAM_00916","","","","","ALJJNEKE_04452",""
"group_2519","","hypothetical protein","2","2","1","1","1144","22","9","","473","473","473","MLKLJMNP_00287","","","BLOBBDCK_03899","","","","","","",""
"group_253","","IS1 family transposase IS1A","2","2","1","1","2093","70","2","","275","275","275","","","","","","","","","KJPMMKDD_04163","ALJJNEKE_04032",""
"group_2548","","IS200/IS605 family transposase ISEc41","2","2","1","1","669","652","2","","1205","1205","1205","MLKLJMNP_00710","","","BLOBBDCK_03480","","","","","","",""
"group_2549","","hypothetical protein","2","2","1","1","668","652","1","","398","398","398","MLKLJMNP_00711","","","BLOBBDCK_03479","","","","","","",""
"yghE","","Putative type II secretion system L-type protein YghE","2","2","1","1","882","1","1577","","593","593","593","MLKLJMNP_00813","","","BLOBBDCK_03376","","","","","","",""
"group_2569","kpsT","Polysialic acid transport ATP-binding protein KpsT","2","2","1","1","890","1","1585","","671","671","671","MLKLJMNP_00816","","","BLOBBDCK_03373","","","","","","",""
"tagD","","Glycerol-3-phosphate cytidylyltransferase","2","2","1","1","889","1","1584","","395","395","395","MLKLJMNP_00817","","","BLOBBDCK_03372","","","","","","",""
"group_2571","","hypothetical protein","2","2","1","1","888","1","1583","","1235","1235","1235","MLKLJMNP_00818","","","BLOBBDCK_03371","","","","","","",""
"group_2572","","hypothetical protein","2","2","1","1","887","1","1582","","3800","3800","3800","MLKLJMNP_00819","","","BLOBBDCK_03370","","","","","","",""
"group_2573","","hypothetical protein","2","2","1","1","886","1","1672","","1028","1028","1028","MLKLJMNP_00820","","","BLOBBDCK_03369","","","","","","",""
"group_2574","","hypothetical protein","2","2","1","1","885","1","1673","","995","995","995","MLKLJMNP_00821","","","BLOBBDCK_03368","","","","","","",""
"group_2577","","hypothetical protein","2","2","1","1","1030","1","1690","","290","290","290","MLKLJMNP_00828","","","BLOBBDCK_03361","","","","","","",""
"group_2578","","hypothetical protein","2","2","1","1","1029","1","1691","","917","917","917","MLKLJMNP_00829","","","BLOBBDCK_03360","","","","","","",""
"group_2579","","hypothetical protein","2","2","1","1","1028","1","1692","","395","395","395","MLKLJMNP_00830","","","BLOBBDCK_03359","","","","","","",""
"group_2580","","hypothetical protein","2","2","1","1","1027","1","1693","","845","845","845","MLKLJMNP_00831","","","BLOBBDCK_03358","","","","","","",""
"group_2581","","hypothetical protein","2","2","1","1","2266","1","1695","","488","488","488","MLKLJMNP_00833","","","BLOBBDCK_03356","","","","","","",""
"cbeA_4","","Cytoskeleton bundling-enhancing antitoxin CbeA","2","2","1","1","2268","1","317","","380","380","380","MLKLJMNP_00835","","","BLOBBDCK_03354","","","","","","",""
"group_2583","","IS66 family transposase ISEc49","2","2","1","1","1241","1","1526","","1601","1601","1601","MLKLJMNP_00848","","","BLOBBDCK_03341","","","","","","",""
"group_2584","","hypothetical protein","2","2","1","1","1240","1","1527","","392","392","392","MLKLJMNP_00849","","","BLOBBDCK_03340","","","","","","",""
"group_2585","","hypothetical protein","2","2","1","1","1239","1","1528","","329","329","329","MLKLJMNP_00850","","","BLOBBDCK_03339","","","","","","",""
"group_2586","","hypothetical protein","2","2","1","1","1231","1","1358","","1490","1490","1490","MLKLJMNP_00853","","","BLOBBDCK_03336","","","","","","",""
"group_2587","","hypothetical protein","2","2","1","1","2548","1","1359","","572","572","572","MLKLJMNP_00854","","","BLOBBDCK_03335","","","","","","",""
"group_2588","","hypothetical protein","2","2","1","1","2551","1","1362","","419","419","419","MLKLJMNP_00857","","","BLOBBDCK_03332","","","","","","",""
"nanA_1","","N-acetylneuraminate lyase","2","2","1","1","2738","1","1394","","917","917","917","MLKLJMNP_00866","","","BLOBBDCK_03326","","","","","","",""
"nanK_2","","N-acetylmannosamine kinase","2","2","1","1","2737","1","1393","","875","875","875","MLKLJMNP_00867","","","BLOBBDCK_03325","","","","","","",""
"nanT_1","","Sialic acid transporter NanT","2","2","1","1","2736","1","1392","","1472","1472","1472","MLKLJMNP_00868","","","BLOBBDCK_03324","","","","","","",""
"group_2592","","hypothetical protein","2","2","1","1","2735","1","1391","","809","809","809","MLKLJMNP_00869","","","BLOBBDCK_03323","","","","","","",""
"nanC_1","","putative N-acetylneuraminic acid outer membrane channel protein NanC","2","2","1","1","2734","1","1390","","710","710","710","MLKLJMNP_00870","","","BLOBBDCK_03322","","","","","","",""
"nanM_1","","N-acetylneuraminate epimerase","2","2","1","1","2733","1","1389","","1109","1109","1109","MLKLJMNP_00871","","","BLOBBDCK_03321","","","","","","",""
